filename	acq_time
meg/sub-930_task-rest_meg.fif	1923-02-19T11:06:58.805741Z
meg/sub-930_task-tiwm_run-01_meg.fif	1923-02-19T11:20:35.415596Z
meg/sub-930_task-tiwm_run-02_meg.fif	1923-02-19T11:31:58.827572Z
meg/sub-930_task-tiwm_run-03_meg.fif	1923-02-19T11:42:44.849208Z
meg/sub-930_task-tiwm_run-04_meg.fif	1923-02-19T11:53:47.490536Z
meg/sub-930_task-tiwm_run-05_meg.fif	1923-02-19T12:08:35.698244Z
meg/sub-930_task-tiwm_run-06_meg.fif	1923-02-19T12:19:29.588375Z
meg/sub-930_task-tiwm_run-07_meg.fif	1923-02-19T12:30:37.841585Z
meg/sub-930_task-tiwm_run-08_meg.fif	1923-02-19T12:41:59.743294Z
