onset	duration	trial_type	value	sample
4.08	0.0	stim/rt_meas	90	4080
4.615	0.0	response/onset	2048	4615
6.096	0.0	stim/rt_meas	90	6096
6.487	0.0	response/onset	2048	6487
7.945	0.0	stim/rt_meas	90	7945
8.313	0.0	response/onset	2048	8313
9.778	0.0	stim/rt_meas	90	9778
10.158	0.0	response/onset	2048	10158
11.611	0.0	stim/rt_meas	90	11611
12.038	0.0	response/onset	2048	12038
13.527	0.0	stim/rt_meas	90	13527
13.889	0.0	response/onset	2048	13889
15.343	0.0	stim/rt_meas	90	15343
15.423	0.0	response/onset	2048	15423
16.892	0.0	stim/rt_meas	90	16892
17.273	0.0	response/onset	2048	17273
18.725	0.0	stim/rt_meas	90	18725
19.092	0.0	response/onset	2048	19092
20.524	0.0	stim/rt_meas	90	20524
20.918	0.0	response/onset	2048	20918
22.373	0.0	stim/rt_meas	90	22373
22.692	0.0	response/onset	2048	22692
24.122	0.0	stim/rt_meas	90	24122
24.503	0.0	response/onset	2048	24503
25.955	0.0	stim/rt_meas	90	25955
26.323	0.0	response/onset	2048	26323
27.788	0.0	stim/rt_meas	90	27788
28.147	0.0	response/onset	2048	28147
29.57	0.0	stim/rt_meas	90	29570
29.913	0.0	response/onset	2048	29913
31.353	0.0	stim/rt_meas	90	31353
31.681	0.0	response/onset	2048	31681
33.103	0.0	stim/rt_meas	90	33103
33.485	0.0	response/onset	2048	33485
34.902	0.0	stim/rt_meas	90	34902
35.276	0.0	response/onset	2048	35276
36.701	0.0	stim/rt_meas	90	36701
37.046	0.0	response/onset	2048	37046
38.467	0.0	stim/rt_meas	90	38467
38.799	0.0	response/onset	2048	38799
46.105	0.0	response/onset	2048	46105
50.512	0.0	response/onset	2048	50512
50.679	0.0	trial_start	1	50679
52.695	0.0	stim/1	11	52695
52.877	0.0	stim/2	12	52877
54.982	0.0	rp_on/1_item/short	110	54982
59.498	0.0	response/onset/1	5001	59498
59.622	0.0	response/offset/1	21	59622
60.792	0.0	response/onset/2	5002	60792
60.928	0.0	response/offset/2	22	60928
61.437	0.0	feedback	29	61437
62.477	0.0	trial_end	30	62477
62.491	0.0	trial_start	1	62491
64.507	0.0	stim/1	11	64507
64.712	0.0	stim/2	12	64712
66.812	0.0	rp_on/1_item/short	110	66812
71.412	0.0	response/onset/1	5001	71412
71.535	0.0	response/offset/1	21	71535
72.783	0.0	response/onset/2	5002	72783
72.908	0.0	response/offset/2	22	72908
73.417	0.0	feedback	29	73417
74.455	0.0	trial_end	30	74455
74.47	0.0	trial_start	1	74470
76.486	0.0	stim/1	11	76486
76.671	0.0	stim/2	12	76671
78.772	0.0	rp_on/1_item/short	110	78772
83.287	0.0	response/onset/1	5001	83287
83.418	0.0	response/offset/1	21	83418
84.653	0.0	response/onset/2	5002	84653
84.795	0.0	response/offset/2	22	84795
85.303	0.0	feedback	29	85303
86.334	0.0	trial_end	30	86334
86.349	0.0	trial_start	1	86349
88.365	0.0	stim/1	11	88365
88.55	0.0	stim/2	12	88550
91.451	0.0	rp_on/1_item/medium	120	91451
95.977	0.0	response/onset/1	5001	95977
96.114	0.0	response/offset/1	21	96114
97.608	0.0	response/onset/2	5002	97608
97.744	0.0	response/offset/2	22	97744
98.251	0.0	feedback	29	98251
99.295	0.0	trial_end	30	99295
99.311	0.0	trial_start	1	99311
101.327	0.0	stim/1	11	101327
101.522	0.0	stim/2	12	101522
102.054	0.0	stim/3	13	102054
102.409	0.0	stim/4	14	102409
103.632	0.0	rp_on/3_item/short/3	213	103632
